incident_id,incident_date,sector,region,attack_type,threat_actor,records_affected,downtime_hours,ransom_demand_usd,detection_time_hours,severity_score,response_team_size,regulatory_fine_usd,resolved_within_7_days,data_exfiltration,zero_day_used
INC-00216,2025-03-19,Finance,Latin America,Insider Threat,Hacktivist,42050,15.41,62315,40.03,6.12,11,0,0,0,0
INC-00217,2024-05-06,Manufacturing,Asia Pacific,Credential Theft,Cybercriminal Group,44909,8.36,0,62.41,3.83,7,68441,0,1,0
INC-00218,2023-05-30,Manufacturing,Asia Pacific,Credential Theft,Hacktivist,40444,2.64,79312,47.48,4.06,8,29046,1,1,0
INC-00219,2024-05-21,Energy,Europe,Supply Chain,Hacktivist,166928,26.05,75392,13.77,7.85,9,0,0,1,0
INC-00220,2024-02-16,Healthcare,Europe,Ransomware,Unknown,125441,35.69,0,7.86,6.91,9,229329,0,1,0
INC-00221,2024-12-04,Retail,Latin America,Supply Chain,Hacktivist,95651,26.71,0,9.86,8.1,3,8993,0,1,1
INC-00222,2024-04-20,Retail,Europe,Supply Chain,Hacktivist,98151,25.49,101638,1,5.36,15,0,1,1,0
INC-00223,2023-05-01,Healthcare,Asia Pacific,Phishing,Hacktivist,11428,44.04,58308,22.18,8.33,7,45341,0,1,0
INC-00224,2022-03-17,Retail,Middle East & Africa,Supply Chain,Cybercriminal Group,43139,6.81,81769,1,4.36,13,29329,1,1,0
INC-00225,2021-11-10,Finance,Latin America,DDoS,State-Sponsored,129554,32.02,79029,48.69,7.03,14,8523,0,0,0
INC-00226,2022-02-27,Healthcare,Europe,Insider Threat,Unknown,84011,0.5,23332,3.05,3.51,9,0,1,0,0
INC-00227,2024-01-14,Energy,Middle East & Africa,Supply Chain,Hacktivist,73159,38.04,95347,58.43,7.76,12,2454,0,1,0
INC-00228,2023-09-06,Retail,Asia Pacific,Supply Chain,State-Sponsored,173076,17.39,0,1,4.21,4,18071,1,0,0
INC-00229,2025-01-10,Education,Asia Pacific,Supply Chain,Hacktivist,284696,43.32,101010,22.28,8.64,7,34907,0,1,0
INC-00230,2022-08-22,Education,Latin America,Credential Theft,Unknown,80343,53.88,112957,16.93,8.69,12,23831,0,1,0
INC-00231,2023-05-02,Manufacturing,Europe,Phishing,Hacktivist,191908,5.65,102688,47.52,4.51,16,0,0,1,0
INC-00232,2024-07-12,Retail,Asia Pacific,Malware,Cybercriminal Group,86019,19.04,24161,29.83,5.33,13,34258,1,0,1
INC-00233,2025-03-17,Government,North America,Phishing,Hacktivist,318269,30.17,49459,39.18,5.24,14,0,0,0,0
INC-00234,2025-03-04,Finance,North America,DDoS,Hacktivist,39482,44.14,83836,34.92,7.32,6,0,0,0,0
INC-00235,2024-01-29,Finance,Asia Pacific,Credential Theft,Cybercriminal Group,88842,0.5,32680,70.49,7.78,14,93224,0,1,0
INC-00236,2024-03-25,Manufacturing,Latin America,Phishing,Hacktivist,66698,13.65,58399,57.44,6.41,20,0,0,1,0
INC-00237,2022-09-01,Retail,Asia Pacific,Malware,Unknown,85211,37.68,0,2.34,3.7,4,22750,0,0,0
INC-00238,2022-06-25,Finance,Latin America,Malware,Hacktivist,49902,12.07,0,24.04,4.23,4,0,0,0,0
INC-00239,2021-06-04,Manufacturing,Latin America,DDoS,Hacktivist,20273,16.36,73495,21.61,3.5,14,11597,1,0,0
INC-00240,2024-12-24,Government,Latin America,Malware,Cybercriminal Group,61234,10.45,0,7.7,3.54,10,25413,1,0,0
INC-00241,2021-04-04,Manufacturing,Asia Pacific,Credential Theft,Insider,133848,7.88,24048,56.29,5.94,16,14269,1,1,0
INC-00242,2024-09-19,Technology,Asia Pacific,Supply Chain,Hacktivist,236527,35.86,65873,47.75,5.5,9,32982,0,0,0
INC-00243,2021-06-21,Retail,Asia Pacific,Phishing,Cybercriminal Group,681849,34.6,12406,1,7.94,7,6138,0,1,0
INC-00244,2021-02-18,Healthcare,Latin America,Phishing,Insider,102713,11.2,50366,32.52,6.2,13,42435,1,0,0
INC-00245,2024-02-19,Manufacturing,North America,Supply Chain,Cybercriminal Group,31055,39.5,62583,45.19,7.32,10,61894,1,1,1
INC-00246,2023-01-29,Education,Latin America,Credential Theft,State-Sponsored,39663,58.26,0,54.77,9.07,9,0,1,1,0
INC-00247,2022-10-20,Manufacturing,Latin America,Ransomware,Unknown,104030,29.57,0,13.59,6.07,16,23041,1,1,0
INC-00248,2024-10-02,Government,Europe,Insider Threat,Unknown,66555,32.0,0,28.84,7.5,14,62718,0,1,0
INC-00249,2021-04-02,Retail,Europe,Malware,Insider,59266,38.84,0,37.24,7.26,7,0,0,0,1
INC-00250,2023-07-16,Energy,Latin America,Malware,State-Sponsored,205027,51.44,162441,61.34,6.62,10,42165,1,0,0
INC-00251,2025-03-20,Retail,North America,DDoS,State-Sponsored,29430,12.81,0,66.98,4.46,18,0,0,0,0
INC-00252,2022-05-23,Manufacturing,Asia Pacific,DDoS,State-Sponsored,87101,31.94,72894,1.96,6.0,6,3353,0,1,0
INC-00253,2022-05-19,Education,Asia Pacific,Insider Threat,Cybercriminal Group,50543,29.84,63389,71.89,6.01,7,0,0,1,0
INC-00254,2021-10-12,Government,Europe,Malware,Hacktivist,28507,17.81,0,60.1,5.55,5,0,1,0,0
INC-00255,2024-09-14,Government,Asia Pacific,Ransomware,State-Sponsored,22345,36.65,277129,56.5,7.23,15,306877,0,1,0
INC-00256,2023-07-03,Technology,Latin America,Ransomware,Cybercriminal Group,11280,27.76,108150,69.38,7.62,15,7098,0,1,0
INC-00257,2024-07-25,Education,Latin America,Insider Threat,Cybercriminal Group,35304,31.48,0,46.91,6.38,18,11259,1,0,0
INC-00258,2021-07-10,Retail,Europe,DDoS,Insider,64258,60.62,0,8.47,7.17,9,0,1,1,0
INC-00259,2021-02-04,Technology,Europe,Phishing,Cybercriminal Group,69592,67.16,8041,1,8.03,9,0,0,1,0
INC-00260,2022-07-18,Manufacturing,Europe,Malware,Unknown,10765,47.67,0,79.74,6.26,7,0,0,0,0
INC-00261,2024-10-08,Retail,Asia Pacific,DDoS,Insider,352402,22.12,0,24.53,4.62,17,0,0,0,0
INC-00262,2024-05-19,Manufacturing,Latin America,DDoS,State-Sponsored,23589,18.54,72607,10.75,5.71,13,0,1,1,0
INC-00263,2023-11-12,Healthcare,Europe,Ransomware,Unknown,558810,21.49,0,1,6.64,10,112077,0,1,0
INC-00264,2021-05-26,Technology,Asia Pacific,Ransomware,Insider,50389,49.14,290597,23.48,9.76,11,35092,1,1,0
INC-00265,2021-04-24,Education,Europe,Supply Chain,Hacktivist,38640,30.16,39705,28.9,7.57,13,0,0,1,0
INC-00266,2022-01-09,Healthcare,Europe,Ransomware,Insider,127018,0.7,18030,26.6,4.81,14,13383,1,0,0
INC-00267,2021-05-21,Energy,Latin America,Ransomware,Hacktivist,28083,38.49,286765,3.99,3.18,10,0,0,0,0
INC-00268,2022-06-25,Government,Latin America,Malware,Hacktivist,173584,27.91,0,74.5,7.92,11,90253,0,1,0
INC-00269,2024-09-21,Finance,Europe,DDoS,Insider,33835,38.53,20489,47.9,6.68,11,3709,1,0,0
INC-00270,2023-06-25,Finance,Latin America,Supply Chain,Cybercriminal Group,83264,34.37,94968,36.18,8.08,10,0,0,1,1
INC-00271,2021-12-01,Finance,Europe,Insider Threat,Insider,147310,36.57,0,31.69,5.13,4,2061,1,0,0
INC-00272,2024-10-27,Technology,Latin America,DDoS,Insider,61301,55.15,18340,33.29,5.34,12,9049,0,0,0
INC-00273,2023-12-11,Healthcare,Asia Pacific,Credential Theft,Cybercriminal Group,422680,43.71,16019,22.59,6.79,9,30355,1,0,0
INC-00274,2023-01-11,Energy,North America,DDoS,State-Sponsored,72405,4.27,112228,1,2.84,8,0,1,0,0
INC-00275,2022-08-22,Technology,Latin America,Credential Theft,State-Sponsored,121403,37.95,34416,31.02,7.83,10,0,0,1,0
INC-00276,2024-07-09,Manufacturing,Asia Pacific,Malware,Insider,108314,42.1,61434,1,5.55,7,13695,0,0,0
INC-00277,2022-04-20,Technology,Latin America,Credential Theft,Insider,470985,19.65,23945,24.25,7.48,10,0,1,1,0
INC-00278,2024-06-24,Technology,Asia Pacific,DDoS,Hacktivist,13089,30.91,0,21.3,4.69,7,12942,0,0,0
INC-00279,2021-02-18,Healthcare,Latin America,DDoS,Hacktivist,40195,34.34,173499,28.85,8.58,21,9254,0,1,0
INC-00280,2021-05-21,Technology,Latin America,Credential Theft,Hacktivist,80269,18.72,46154,39.37,3.06,12,72612,1,0,0
INC-00281,2022-10-16,Retail,North America,DDoS,State-Sponsored,23576,39.29,19236,38.32,5.06,16,24737,1,0,0
INC-00282,2023-04-07,Retail,Europe,Malware,Cybercriminal Group,81071,0.5,9662,44.22,3.77,18,0,1,0,1
INC-00283,2023-07-18,Manufacturing,Latin America,Credential Theft,Hacktivist,117924,10.36,63602,32.67,5.31,11,15839,1,1,0
INC-00284,2023-05-08,Energy,Asia Pacific,Malware,Insider,8416,24.75,98001,20.11,4.05,15,41157,1,0,0
INC-00285,2021-06-13,Technology,Middle East & Africa,Malware,Insider,67450,35.82,15249,45.08,5.31,2,0,0,0,0
INC-00286,2024-05-29,Energy,North America,Ransomware,Insider,141337,40.87,200632,30.15,5.14,11,27065,1,0,0
INC-00287,2022-01-27,Manufacturing,Latin America,Supply Chain,State-Sponsored,358378,24.8,0,39.45,8.21,13,22447,1,1,1
INC-00288,2024-01-20,Healthcare,Latin America,Ransomware,Hacktivist,236751,22.74,0,53.28,7.37,10,0,0,0,0
INC-00289,2023-11-22,Energy,Latin America,Supply Chain,Insider,126837,34.41,82323,27.94,8.39,12,61722,0,1,1
INC-00290,2022-08-01,Manufacturing,Europe,Ransomware,State-Sponsored,243812,20.39,107206,24.94,5.49,9,44115,1,1,0
INC-00291,2023-01-09,Retail,Latin America,DDoS,Hacktivist,79799,34.4,39735,53.41,7.02,6,43159,0,1,0
INC-00292,2022-08-06,Energy,Latin America,Ransomware,Unknown,54902,44.83,90472,31.1,7.51,10,35706,0,1,0
INC-00293,2022-05-11,Manufacturing,Asia Pacific,Phishing,Hacktivist,107957,60.92,17136,99.54,8.51,8,18229,0,0,0
INC-00294,2022-04-02,Energy,Asia Pacific,Supply Chain,Cybercriminal Group,173063,0.5,124421,45.55,3.75,12,0,0,0,0
INC-00295,2023-06-13,Government,Latin America,Insider Threat,Insider,395663,26.02,91610,19.05,8.43,2,67215,0,1,0
INC-00296,2023-02-03,Technology,Latin America,Ransomware,Hacktivist,26524,41.14,129881,33.1,8.38,10,53060,0,1,0
INC-00297,2021-09-23,Healthcare,Asia Pacific,Credential Theft,Hacktivist,207765,0.5,36141,44.1,3.64,12,0,0,0,0
INC-00298,2023-01-17,Healthcare,Middle East & Africa,Phishing,Hacktivist,31359,16.47,74093,41.55,4.43,8,65220,1,0,0
INC-00299,2021-06-04,Manufacturing,Europe,Malware,State-Sponsored,26481,8.53,0,6.37,4.98,11,12811,1,1,0
INC-00300,2024-11-02,Manufacturing,Europe,Malware,Hacktivist,59263,42.2,90825,36.56,5.96,9,17582,0,0,0
INC-00301,2022-03-02,Manufacturing,North America,Insider Threat,Hacktivist,59245,33.32,67346,49.02,5.94,16,2090,0,0,0
INC-00302,2022-01-30,Manufacturing,Europe,Malware,State-Sponsored,333270,62.18,5801,23.7,6.27,8,0,0,0,0
INC-00303,2023-01-27,Government,Latin America,Credential Theft,Unknown,155933,0.5,9899,46.76,6.35,9,69839,0,1,0
INC-00304,2025-03-17,Retail,Europe,Ransomware,Insider,164885,2.34,156006,11.74,3.57,8,33775,1,0,0
INC-00305,2021-10-16,Energy,Europe,Phishing,Cybercriminal Group,409515,46.99,116675,64.16,8.06,9,6742,0,1,0
INC-00306,2023-10-24,Technology,Middle East & Africa,Ransomware,Unknown,75277,0.5,1327,71.28,2.11,10,41003,0,0,0
INC-00307,2022-12-20,Retail,Latin America,Insider Threat,Hacktivist,46185,53.09,43288,26.84,7.39,13,16966,0,1,0
INC-00308,2022-09-28,Energy,Europe,Credential Theft,Insider,233407,0.5,83292,66.27,5.12,15,62312,0,0,0
INC-00309,2023-08-21,Energy,Latin America,Supply Chain,Insider,48877,57.06,18967,32.97,9.56,9,32646,0,1,0
INC-00310,2022-05-31,Finance,Europe,Phishing,Unknown,154879,12.68,99023,19.59,4.52,6,22842,1,0,0
INC-00311,2021-04-20,Energy,North America,Malware,Hacktivist,174753,35.24,69169,45.81,8.52,13,67286,0,1,1
INC-00312,2022-11-27,Education,Europe,DDoS,Cybercriminal Group,177066,20.03,83673,28.57,3.39,21,0,1,0,0
INC-00313,2021-12-08,Technology,Europe,Credential Theft,Cybercriminal Group,249135,35.84,0,68.32,7.25,17,0,0,0,0
INC-00314,2023-06-13,Finance,Middle East & Africa,Supply Chain,Cybercriminal Group,191447,12.81,12265,42.83,7.7,7,17271,0,1,0
INC-00315,2021-09-22,Government,Middle East & Africa,Insider Threat,Hacktivist,114514,24.51,21352,24.71,5.35,14,0,1,1,0
INC-00316,2024-08-28,Healthcare,Middle East & Africa,Ransomware,Cybercriminal Group,203397,23.72,146222,45.86,7.92,13,22399,0,1,1
INC-00317,2023-06-18,Retail,Europe,Phishing,State-Sponsored,80817,25.24,42565,51.36,4.23,13,0,1,0,0
INC-00318,2023-11-11,Technology,Europe,Credential Theft,State-Sponsored,84462,13.03,0,17.82,5.96,14,18570,1,1,0
INC-00319,2023-01-18,Healthcare,North America,Ransomware,Unknown,386768,33.66,98888,57.15,7.34,15,28125,0,0,0
INC-00320,2024-05-29,Healthcare,Asia Pacific,Insider Threat,Insider,68785,55.46,38817,25.02,7.94,5,59267,0,0,0
INC-00321,2021-08-18,Technology,Europe,DDoS,Hacktivist,48939,19.4,54504,30.32,3.48,9,7113,1,0,0
INC-00322,2023-06-25,Finance,Asia Pacific,Ransomware,Cybercriminal Group,75957,25.93,182930,29.28,5.83,9,215263,1,1,0
INC-00323,2024-07-20,Energy,North America,Phishing,State-Sponsored,83017,44.18,73613,24.99,5.57,8,5550,0,0,0
INC-00324,2023-11-21,Manufacturing,North America,DDoS,State-Sponsored,33280,41.69,71613,35.03,6.61,10,19083,1,0,0
INC-00325,2023-03-26,Finance,Asia Pacific,Ransomware,Insider,10707,13.72,208155,33.57,6.02,5,61162,1,1,0
INC-00326,2022-11-21,Education,Middle East & Africa,Phishing,Hacktivist,96519,51.24,2841,60.01,6.71,11,0,1,0,0
INC-00327,2023-12-24,Government,Latin America,Credential Theft,Insider,142916,46.33,0,14.62,6.41,18,127822,1,1,0
INC-00328,2022-03-30,Healthcare,Asia Pacific,Phishing,Insider,242884,0.5,0,35.75,3.38,15,35937,1,0,0
INC-00329,2022-06-11,Finance,Latin America,Supply Chain,Unknown,195866,27.18,74608,57.51,8.89,10,212173,0,1,0
INC-00330,2024-03-22,Finance,North America,Insider Threat,Cybercriminal Group,135908,18.1,126209,17.72,4.79,11,180446,1,1,0
INC-00331,2024-12-19,Finance,North America,Supply Chain,Cybercriminal Group,36350,5.61,8147,43.15,6.02,12,53763,1,1,0
INC-00332,2021-10-03,Finance,Asia Pacific,DDoS,Insider,38076,22.07,13985,19.2,5.58,18,35668,1,0,0
INC-00333,2025-01-18,Manufacturing,Asia Pacific,Credential Theft,Hacktivist,32939,39.43,313,16.26,6.38,16,30549,0,0,0
INC-00334,2024-05-04,Retail,North America,Credential Theft,Cybercriminal Group,623628,48.88,0,14.28,9.51,15,32058,1,1,0
INC-00335,2021-06-16,Finance,Latin America,Malware,Cybercriminal Group,171263,62.19,38727,17.95,10,19,43530,0,1,0
INC-00336,2021-02-08,Technology,Asia Pacific,Phishing,Hacktivist,59105,11.32,71013,47.02,5.19,6,15618,1,0,0
INC-00337,2023-04-01,Healthcare,Asia Pacific,Insider Threat,Cybercriminal Group,71801,32.48,27998,37.96,7.38,10,132112,0,1,0
INC-00338,2021-07-01,Government,Middle East & Africa,Malware,Hacktivist,72312,45.42,0,39.01,8.61,11,926,0,0,1
INC-00339,2025-01-17,Technology,Latin America,Supply Chain,Insider,46211,30.32,61846,38.63,5.33,2,0,0,0,0
INC-00340,2024-10-28,Healthcare,Latin America,Ransomware,State-Sponsored,662050,31.64,102741,20.65,8.87,12,0,0,1,0
INC-00341,2025-01-22,Healthcare,Europe,Credential Theft,Unknown,235818,53.77,31106,10.54,7.57,11,13643,1,0,0
INC-00342,2024-10-29,Government,Europe,Phishing,Cybercriminal Group,511300,37.62,33100,14.32,9.69,14,248577,0,1,0
INC-00343,2022-08-07,Energy,Latin America,Supply Chain,Cybercriminal Group,190130,0.5,57042,41.87,3.6,10,0,0,0,0
INC-00344,2021-06-25,Technology,Middle East & Africa,Insider Threat,Unknown,47511,54.48,0,16.09,5.71,10,46894,1,0,0
INC-00345,2024-12-31,Government,Latin America,Supply Chain,Insider,2700,63.11,55603,67.68,10,14,19317,1,1,1
INC-00346,2022-05-01,Government,Middle East & Africa,Supply Chain,Hacktivist,108808,24.49,0,81.12,7.29,6,107454,1,1,0
INC-00347,2022-01-12,Finance,Asia Pacific,Insider Threat,Cybercriminal Group,151184,39.65,3918,44.95,8.92,13,155781,0,1,1
INC-00348,2021-05-24,Manufacturing,North America,DDoS,Insider,29855,19.05,1549,54.65,4.35,6,0,0,0,0
INC-00349,2021-05-05,Healthcare,Latin America,Ransomware,State-Sponsored,52951,27.58,46859,25.04,6.85,10,156157,0,1,0
INC-00350,2023-11-24,Education,Asia Pacific,Credential Theft,Hacktivist,371945,7.01,28528,84.3,6.83,10,15855,0,0,1
INC-00351,2024-08-21,Healthcare,Europe,DDoS,Unknown,163824,36.93,57955,92.28,9.34,4,128081,0,1,0
INC-00352,2022-04-28,Manufacturing,Asia Pacific,Ransomware,Insider,38896,20.56,197815,64.95,7.18,10,7597,1,1,0
INC-00353,2024-12-14,Government,Latin America,DDoS,Insider,44217,34.09,35195,58.24,6.89,8,11221,0,0,0
INC-00354,2023-01-13,Technology,Latin America,Credential Theft,Unknown,29315,18.03,57170,35.54,5.15,10,49647,1,0,0
INC-00355,2025-02-18,Government,Asia Pacific,Credential Theft,Hacktivist,120858,31.26,47412,38.48,7.66,9,171967,0,1,0
INC-00356,2022-01-16,Retail,Middle East & Africa,Ransomware,Unknown,68563,29.06,338900,1,4.98,12,0,1,1,0
INC-00357,2021-12-07,Retail,North America,Insider Threat,Insider,45696,51.07,42761,50.2,6.87,17,12613,0,0,0
INC-00358,2022-04-07,Finance,Europe,Malware,Cybercriminal Group,206955,12.7,0,29.85,7.03,9,7319,0,0,1
INC-00359,2024-07-09,Energy,Europe,Phishing,State-Sponsored,69075,17.66,0,2.95,4.53,4,0,1,0,0
INC-00360,2022-11-15,Finance,Middle East & Africa,Phishing,State-Sponsored,43579,11.83,0,47.61,6.42,3,0,0,0,0
INC-00361,2024-05-13,Energy,Latin America,Insider Threat,State-Sponsored,44368,17.05,66050,30.84,4.18,9,22294,1,0,0
INC-00362,2021-09-01,Retail,Middle East & Africa,Ransomware,State-Sponsored,27636,33.72,62271,32.38,6.05,10,12121,0,1,0
INC-00363,2022-03-17,Retail,Europe,Ransomware,Unknown,114114,33.58,311717,1,6.62,9,3341,0,1,0
INC-00364,2023-04-12,Technology,Middle East & Africa,DDoS,Insider,18429,22.21,108268,40.32,5.9,12,52649,1,0,0
INC-00365,2021-04-02,Retail,Latin America,Supply Chain,Hacktivist,278426,13.13,65340,45.4,6.38,13,3820,1,1,0
INC-00366,2024-04-15,Finance,Latin America,Supply Chain,Unknown,64154,18.09,79127,68.62,8.57,8,0,1,1,0
INC-00367,2021-10-25,Energy,Asia Pacific,DDoS,Hacktivist,76721,27.97,6118,38.04,4.67,11,28510,1,0,0
INC-00368,2024-03-23,Healthcare,Asia Pacific,DDoS,Insider,74632,19.11,101147,77.99,8.08,13,0,0,1,0
INC-00369,2021-10-08,Healthcare,Asia Pacific,Insider Threat,State-Sponsored,22934,11.28,89627,38.21,7.59,18,23474,0,1,0
INC-00370,2024-01-02,Education,Latin America,Supply Chain,Hacktivist,236603,45.65,108867,44.87,9.54,7,37671,0,1,1
INC-00371,2021-05-15,Technology,Europe,Ransomware,Unknown,34061,11.47,234230,32.5,5.2,23,0,1,1,0
INC-00372,2022-09-26,Finance,Middle East & Africa,Ransomware,Unknown,52184,27.21,119516,1,4.97,6,0,0,0,0
INC-00373,2022-10-01,Manufacturing,Middle East & Africa,Insider Threat,Unknown,68566,48.11,23140,36.9,8.98,11,0,0,1,0
INC-00374,2023-05-17,Manufacturing,Europe,Supply Chain,Insider,70315,53.47,73978,52.63,7.76,14,28354,0,0,1
INC-00375,2021-05-07,Government,Asia Pacific,Supply Chain,Cybercriminal Group,81103,17.79,31637,1,5.18,10,13109,1,1,0
INC-00376,2022-11-24,Finance,Middle East & Africa,Supply Chain,State-Sponsored,82702,24.61,35560,37.02,6.88,8,0,1,1,0
INC-00377,2023-04-09,Manufacturing,Middle East & Africa,Insider Threat,Unknown,56093,28.63,35556,43.17,7.58,10,29476,0,1,0
INC-00378,2024-09-21,Retail,Asia Pacific,Supply Chain,Unknown,46315,25.87,1663,31.74,6.21,11,34544,0,1,0
INC-00379,2021-04-09,Manufacturing,Europe,Credential Theft,State-Sponsored,145788,14.58,0,36.49,5.78,11,0,1,1,0
INC-00380,2021-01-17,Education,Middle East & Africa,Malware,Insider,148399,16.48,41329,44.41,4.37,2,0,0,0,0
INC-00381,2024-11-06,Retail,Europe,Credential Theft,Unknown,27358,34.15,106041,26.85,6.85,8,0,0,1,0
INC-00382,2022-06-15,Retail,Latin America,Malware,Insider,83914,31.05,32672,30.87,4.23,13,0,0,0,0
INC-00383,2022-01-11,Energy,Asia Pacific,Credential Theft,Unknown,168135,43.13,59785,53.93,9.25,14,24327,0,1,0
INC-00384,2024-04-28,Government,North America,Phishing,Unknown,29471,21.11,18417,27.47,5.0,13,0,0,0,0
INC-00385,2021-03-18,Technology,Europe,Supply Chain,Insider,566122,62.41,51682,71.99,10,12,30526,0,1,1
INC-00386,2021-06-12,Technology,Europe,Phishing,Unknown,41331,0.65,55352,75.12,3.3,15,36568,1,0,0
INC-00387,2024-02-02,Healthcare,Latin America,DDoS,Cybercriminal Group,229232,25.73,0,34.6,7.52,11,0,1,1,0
INC-00388,2024-12-19,Manufacturing,Latin America,Malware,Cybercriminal Group,13812,13.53,70494,19.89,4.08,19,44504,1,0,0
INC-00389,2025-03-27,Retail,Latin America,Malware,Insider,91710,36.26,114057,31.56,7.2,13,70436,0,1,0
INC-00390,2021-12-03,Finance,North America,Supply Chain,Unknown,162690,33.86,56094,48.52,7.73,11,52658,0,1,0
INC-00391,2022-09-13,Education,Asia Pacific,Ransomware,Hacktivist,43350,22.86,288833,19.96,4.7,12,16313,1,0,0
INC-00392,2022-12-15,Energy,North America,Ransomware,State-Sponsored,85931,4.34,180807,7.29,2.69,6,1478,1,0,0
INC-00393,2023-12-04,Finance,Asia Pacific,Phishing,Cybercriminal Group,36796,10.68,104232,41.22,4.65,19,20346,0,0,0
INC-00394,2022-02-16,Healthcare,North America,DDoS,Unknown,146795,7.46,17488,32.26,3.68,9,25196,1,0,0
INC-00395,2025-02-18,Healthcare,Asia Pacific,Credential Theft,Cybercriminal Group,170963,26.21,3076,40.43,5.58,6,0,0,0,0
INC-00396,2022-12-05,Finance,North America,Insider Threat,State-Sponsored,27760,31.76,0,21.86,7.1,15,302760,0,1,0
INC-00397,2021-04-08,Government,Middle East & Africa,Insider Threat,Cybercriminal Group,312119,40.67,54951,1,8.19,11,33449,1,1,0
INC-00398,2024-02-21,Education,Asia Pacific,Supply Chain,Cybercriminal Group,25884,40.58,0,17.11,7.43,9,0,1,1,1
INC-00399,2023-03-27,Finance,North America,Insider Threat,Unknown,45609,60.46,63915,6.5,10,9,40708,1,1,1
INC-00400,2023-12-23,Education,Latin America,Supply Chain,Cybercriminal Group,43028,35.14,1836,41.37,6.9,4,10861,0,1,0
INC-00401,2021-10-29,Education,Europe,Supply Chain,Unknown,79350,65.27,0,35.86,8.51,6,14232,0,1,0
INC-00402,2022-04-25,Education,Asia Pacific,Malware,Cybercriminal Group,76525,42.8,0,40.8,5.28,13,5156,1,0,0
INC-00403,2024-02-27,Finance,Middle East & Africa,Credential Theft,Cybercriminal Group,39075,39.37,50563,43.64,5.66,5,52778,0,0,0
INC-00404,2023-09-08,Technology,Latin America,DDoS,Unknown,128135,0.5,0,15.28,3.22,3,1575,1,0,0
INC-00405,2023-10-04,Government,Europe,Malware,Insider,41488,25.85,9642,43.53,8.38,10,50368,0,0,1
INC-00406,2024-11-22,Retail,Latin America,Credential Theft,Cybercriminal Group,498139,39.37,58998,36.91,9.11,8,0,1,1,0
INC-00407,2023-07-20,Retail,North America,Malware,Hacktivist,49303,48.77,46106,51.59,7.02,12,0,0,0,1
INC-00408,2022-02-23,Retail,Middle East & Africa,DDoS,Unknown,51240,56.78,57100,46.04,6.55,12,16200,1,0,0
INC-00409,2023-11-21,Manufacturing,Asia Pacific,Phishing,State-Sponsored,212671,8.96,7457,26.73,4.17,10,12210,1,0,0
INC-00410,2024-02-29,Government,North America,Ransomware,Hacktivist,88261,39.16,98065,26.8,8.53,9,50375,0,1,0
INC-00411,2021-02-15,Technology,Latin America,Supply Chain,State-Sponsored,97823,5.46,78234,57.8,5.67,16,0,0,1,0
INC-00412,2023-05-03,Energy,Europe,Credential Theft,Hacktivist,159019,20.46,55774,18.07,6.55,9,0,0,1,0
INC-00413,2021-02-05,Technology,Asia Pacific,Malware,Cybercriminal Group,175469,16.14,31590,49.46,3.53,12,0,1,0,0
INC-00414,2022-11-23,Energy,North America,Insider Threat,Unknown,162724,19.88,21485,47.86,5.32,13,25550,0,0,0
INC-00415,2024-04-13,Education,Europe,Malware,Unknown,191183,9.87,0,23.37,5.26,13,23001,0,0,1
INC-00416,2024-02-02,Government,Middle East & Africa,Insider Threat,Hacktivist,65328,26.31,126406,38.02,7.64,6,0,1,1,0
INC-00417,2021-12-12,Technology,North America,Supply Chain,Hacktivist,72976,9.39,56980,44.48,5.46,11,0,0,1,0
INC-00418,2024-06-26,Manufacturing,Europe,Credential Theft,Cybercriminal Group,38644,24.72,80240,18.24,5.84,8,0,1,1,0
INC-00419,2024-02-25,Education,Asia Pacific,Insider Threat,Insider,35219,31.05,33274,52.42,6.01,16,0,0,0,0
INC-00420,2025-02-10,Education,Latin America,Phishing,State-Sponsored,99856,27.08,0,12.35,4.19,6,86967,1,0,0
INC-00421,2024-09-12,Government,North America,Insider Threat,Cybercriminal Group,19336,24.01,27590,46.61,5.11,13,28168,1,0,0
INC-00422,2024-02-03,Healthcare,Europe,Supply Chain,Insider,134994,10.84,156778,44.48,5.82,2,52092,1,0,0
INC-00423,2021-11-27,Government,Europe,DDoS,Unknown,309847,23.01,29144,4.6,5.25,13,21998,1,0,0
INC-00424,2024-09-24,Manufacturing,Europe,Credential Theft,Unknown,94936,18.39,50512,30.51,5.44,11,0,1,0,0
INC-00425,2025-01-08,Technology,Europe,Phishing,Cybercriminal Group,57187,42.28,108921,17.61,2.98,7,31172,0,0,0
INC-00426,2024-06-06,Technology,Middle East & Africa,Malware,Insider,97857,55.48,0,1,7.43,13,33637,0,0,1
INC-00427,2023-11-23,Finance,Latin America,Phishing,Unknown,70960,39.31,75,56.81,6.16,13,42275,0,0,0
INC-00428,2024-01-25,Government,Asia Pacific,Supply Chain,Cybercriminal Group,13077,44.44,49084,29.37,10,11,32509,0,1,1
INC-00429,2022-02-18,Education,North America,Insider Threat,Hacktivist,112859,41.66,63106,31.91,6.52,16,15781,1,1,0
INC-00430,2021-10-13,Retail,Latin America,Malware,Unknown,92103,23.14,0,47.91,4.54,12,55661,0,1,0
INC-00431,2023-10-03,Manufacturing,North America,Ransomware,Unknown,33016,44.4,99791,54.78,8.07,16,36781,0,1,0
